Journal Report 1 (R4)	Number of Successful Full-Text Article Requests by Month and Journal																				
Universität Regensburg																					
2000374973																					
Period covered by Report:																					
2014-01-01 to 2014-12-31																					
Date run:																					
2015-03-17																					
Journal	Publisher	Platform	Journal DOI	Proprietary Identifier	Print ISSN	Online ISSN	Reporting Period Total	Reporting Period HTML	Reporting Period PDF	Jan-2014	Feb-2014	Mar-2014	Apr-2014	May-2014	Jun-2014	Jul-2014	Aug-2014	Sep-2014	Oct-2014	Nov-2014	Dec-2014
Journal of Interventional Cardiac Electrophysiology	Springer	SpringerLink	10.1007/10840.1572-8595	10840	1383-875X	1572-8595	24	0	24	0	1	1	3	1	0	4	5	0	1	6	2
Journal of Labor Research	Springer	SpringerLink	10.1007/12122.1936-4768	12122	0195-3613	1936-4768	15	0	7	0	0	0	0	6	3	0	1	0	4	1	0
Journal of Logic, Language and Information	Springer	SpringerLink	10.1007/10849.1572-9583	10849	0925-8531	1572-9583	15	0	15	0	1	0	0	4	3	0	7	0	0	0	0
Journal of Low Temperature Physics	Springer	SpringerLink	10.1007/10909.1573-7357	10909	0022-2291	1573-7357	136	11	86	9	2	11	5	11	20	7	3	13	9	29	17
Journal of Machinery Manufacture and Reliability	Springer	SpringerLink		12001	1052-6188	1934-9394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Mammalian Evolution	Springer	SpringerLink	10.1007/10914.1573-7055	10914	1064-7554	1573-7055	4	1	2	0	2	0	0	0	0	0	0	0	2	0	0
Journal of Mammary Gland Biology and Neoplasia	Springer	SpringerLink	10.1007/10911.1573-7039	10911	1083-3021	1573-7039	19	1	16	1	1	2	0	1	1	5	1	5	0	1	1
Journal of Management & Governance	Springer	SpringerLink	10.1007/10997.1572-963X	10997	1385-3457	1572-963X	66	4	43	1	5	17	12	14	3	0	2	1	3	4	4
Journal of Management Control	Springer	SpringerLink	10.1007/187.2191-477X	187	2191-4761	2191-477X	120	1	67	13	6	21	15	18	4	2	3	4	14	9	11
Journal of Marine Science and Application	Springer	SpringerLink	10.1007/11804.1993-5048	11804	1671-9433	1993-5048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Marine Science and Technology	Springer	SpringerLink	10.1007/773.1437-8213	773	0948-4280	1437-8213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Maritime Archaeology	Springer	SpringerLink	10.1007/11457.1557-2293	11457	1557-2285	1557-2293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Market-Focused Management	Springer	SpringerLink		10850	1382-3019	1572-8846	19	0	17	0	2	2	6	3	4	2	0	0	0	0	0
Journal of Material Cycles and Waste Management	Springer	SpringerLink	10.1007/10163.1611-8227	10163	1438-4957	1611-8227	4	0	2	0	4	0	0	0	0	0	0	0	0	0	0
Journal of Materials Engineering	Springer	SpringerLink		135	0931-7058		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Materials Engineering and Performance	Springer	SpringerLink	10.1007/11665.1544-1024	11665	1059-9495	1544-1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Materials Science	Springer	SpringerLink	10.1007/10853.1573-4803	10853	0022-2461	1573-4803	173	13	85	14	14	7	24	31	2	13	15	8	23	14	8
Journal of Materials Science Letters	Springer	SpringerLink		10855	0261-8028	1573-4811	26	0	13	2	0	1	1	8	2	0	2	1	6	1	2
Journal of Materials Science: Materials in Electronics	Springer	SpringerLink	10.1007/10854.1573-482X	10854	0957-4522	1573-482X	30	0	18	3	4	3	1	3	3	2	1	0	6	3	1
Journal of Materials Science: Materials in Medicine	Springer	SpringerLink	10.1007/10856.1573-4838	10856	0957-4530	1573-4838	111	6	82	19	16	6	11	11	6	15	13	6	1	5	2
Journal of Materials Shaping Technology	Springer	SpringerLink		499	0931-704X		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Materials Synthesis and Processing	Springer	SpringerLink		10954	1064-7562	1573-4870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Materials for Energy Systems	Springer	SpringerLink		12386	0162-9719		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Mathematical Biology	Springer	SpringerLink	10.1007/285.1432-1416	285	0303-6812	1432-1416	28	3	16	3	5	1	0	1	3	1	3	0	3	0	8
Journal of Mathematical Chemistry	Springer	SpringerLink	10.1007/10910.1572-8897	10910	0259-9791	1572-8897	30	0	20	1	7	3	2	5	0	1	2	3	3	3	0
Journal of Mathematical Fluid Mechanics	Springer	SpringerLink	10.1007/21.1422-6952	21	1422-6928	1422-6952	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Journal of Mathematical Imaging and Vision	Springer	SpringerLink	10.1007/10851.1573-7683	10851	0924-9907	1573-7683	5	0	3	0	0	0	0	3	0	0	1	0	0	1	0
Journal of Mathematical Modelling and Algorithms in Operations Research	Springer	SpringerLink	10.1007/10852.1572-9214	10852	2214-2487	2214-2495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Mathematical Sciences	Springer	SpringerLink	10.1007/10958.1573-8795	10958	1072-3374	1573-8795	63	0	42	2	3	6	5	9	2	1	6	9	9	1	10
Journal of Mathematics Teacher Education	Springer	SpringerLink	10.1007/10857.1573-1820	10857	1386-4416	1573-1820	9	1	4	2	0	1	2	0	0	1	1	0	0	0	2
Journal of Mathematics in Industry	Springer	SpringerLink	10.1007/13362.2190-5983	13362		2190-5983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Maxillofacial and Oral Surgery	Springer	SpringerLink	10.1007/12663.0974-942X	12663	0972-8279	0974-942X	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0
Journal of Mechanical Science and Technology	Springer	SpringerLink	10.1007/12206.1976-3824	12206	1738-494X	1976-3824	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Journal of Medical Case Reports	Springer	SpringerLink		13256		1752-1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Medical Humanities	Springer	SpringerLink	10.1007/10912.1573-3645	10912	1041-3545	1573-3645	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Journal of Medical Systems	Springer	SpringerLink	10.1007/10916.1573-689X	10916	0148-5598	1573-689X	11	3	7	0	2	0	0	3	0	0	0	0	0	1	5
Journal of Medical Toxicology	Springer	SpringerLink	10.1007/13181.1937-6995	13181	1556-9039	1937-6995	10	0	6	0	0	0	0	0	1	0	0	0	3	2	4
Journal of Medical Ultrasonics	Springer	SpringerLink	10.1007/10396.1613-2254	10396	1346-4523	1613-2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Medicine and the Person	Springer	SpringerLink	10.1007/12682.2036-3877	12682	2035-9411	2036-3877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Meteorological Research	Springer	SpringerLink	10.1007/13351.2191-4788	13351	2095-6037	2198-0934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Micro-Bio Robotics	Springer	SpringerLink	10.1007/12213.1865-3936	12213	2194-6418	2194-6426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Microbiology	Springer	SpringerLink	10.1007/12275.1976-3794	12275	1225-8873	1976-3794	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Journal of Mining Science	Springer	SpringerLink	10.1134/10913.1573-8736	10913	1062-7391	1573-8736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Modern Power Systems and Clean Energy	Springer	SpringerLink		40565	2196-5625	2196-5420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Modern Transportation	Springer	SpringerLink		40534	2095-087X	2196-0577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Molecular Evolution	Springer	SpringerLink	10.1007/239.1432-1432	239	0022-2844	1432-1432	79	0	50	14	10	4	2	5	4	8	7	2	8	5	10
Journal of Molecular Histology	Springer	SpringerLink	10.1007/10735.1567-2387	10735	1567-2379	1567-2387	65	4	45	6	6	3	5	5	4	4	5	6	12	4	5
Journal of Molecular Medicine	Springer	SpringerLink	10.1007/109.1432-1440	109	0946-2716	1432-1440	297	11	172	29	34	27	32	20	31	24	26	15	16	26	17
Journal of Molecular Modeling	Springer	SpringerLink	10.1007/894.0948-5023	894	1610-2940	0948-5023	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Journal of Molecular Neuroscience	Springer	SpringerLink	10.1007/12031.1559-1166	12031	0895-8696	1559-1166	88	6	66	9	3	5	19	8	7	7	3	3	2	6	16
Journal of Molecular Psychiatry	Springer	SpringerLink		40303		2049-9256	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Journal of Molecular Signaling	Springer	SpringerLink		13025		1750-2187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Mountain Science	Springer	SpringerLink	10.1007/11629.1993-0321	11629	1672-6316	1993-0321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Muscle Research and Cell Motility	Springer	SpringerLink	10.1007/10974.1573-2657	10974	0142-4319	1573-2657	6	0	5	0	0	2	0	0	0	0	1	0	1	2	0
Journal of Nanobiotechnology	Springer	SpringerLink		12951		1477-3155	6	0	2	0	0	2	0	0	0	0	1	1	2	0	0
Journal of Nanoparticle Research	Springer	SpringerLink	10.1007/11051.1572-896X	11051	1388-0764	1572-896X	131	0	66	5	17	11	10	7	9	17	10	21	8	8	8
Journal of Nanostructure in Chemistry	Springer	SpringerLink	10.1007/40097.2193-8865	40097	2008-9244	2193-8865	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Journal of Natural Medicines	Springer	SpringerLink	10.1007/11418.1861-0293	11418	1340-3443	1861-0293	3	0	3	0	0	0	0	0	0	0	0	1	1	0	1
Journal of Near-Death Studies	Springer	SpringerLink		10920	0891-4494	1573-3661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Negative Results in BioMedicine	Springer	SpringerLink		12952		1477-5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Nephrology	Springer	SpringerLink		40620	1121-8428	1724-6059	11	1	10	0	0	2	0	0	2	1	0	0	3	1	2
Journal of Network and Systems Management	Springer	SpringerLink	10.1007/10922.1573-7705	10922	1064-7570	1573-7705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Neural Transmission	Springer	SpringerLink	10.1007/702.1435-1463	702	0300-9564	1435-1463	132	6	94	18	16	9	8	13	14	5	9	13	13	10	4
Journal of Neural Transmission - Parkinson's Disease and Dementia Section	Springer	SpringerLink		722	0936-3076	1435-1463	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Journal of Neuro-Oncology	Springer	SpringerLink	10.1007/11060.1573-7373	11060	0167-594X	1573-7373	348	22	287	48	32	12	29	36	41	26	9	21	47	19	28
Journal of NeuroEngineering and Rehabilitation	Springer	SpringerLink		12984		1743-0003	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Journal of NeuroVirology	Springer	SpringerLink	10.1007/13365.1538-2443	13365	1355-0284	1538-2443	21	0	21	1	0	1	1	3	2	0	7	2	0	3	1
Journal of Neurodevelopmental Disorders	Springer	SpringerLink		11689	1866-1947	1866-1955	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Journal of Neuroimmune Pharmacology	Springer	SpringerLink	10.1007/11481.1557-1904	11481	1557-1890	1557-1904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Neuroinflammation	Springer	SpringerLink		12974		1742-2094	7	2	2	3	1	0	1	0	0	1	1	0	0	0	0
Journal of Neurology	Springer	SpringerLink	10.1007/415.1432-1459	415	0340-5354	1432-1459	204	10	166	16	20	25	21	27	20	12	14	13	13	9	14
Journal of Nondestructive Evaluation	Springer	SpringerLink	10.1007/10921.1573-4862	10921	0195-9298	1573-4862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Nonlinear Science	Springer	SpringerLink	10.1007/332.1432-1467	332	0938-8974	1432-1467	10	0	6	0	0	0	1	0	0	3	0	0	0	0	6
Journal of Nonverbal Behavior	Springer	SpringerLink	10.1007/10919.1573-3653	10919	0191-5886	1573-3653	51	2	35	2	6	10	6	1	0	4	5	7	5	3	2
Journal of Nuclear Cardiology	Springer	SpringerLink	10.1007/12350.1532-6551	12350	1071-3581	1532-6551	6	1	5	2	0	0	2	0	0	0	0	0	0	0	2
Journal of Occupational Medicine and Toxicology	Springer	SpringerLink		12995		1745-6673	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Journal of Occupational Rehabilitation	Springer	SpringerLink	10.1007/10926.1573-3688	10926	1053-0487	1573-3688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Ocean Engineering and Marine Energy	Springer	SpringerLink		40722	2198-6444	2198-6452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Ocean University of China	Springer	SpringerLink	10.1007/11802.1993-5021	11802	1672-5182	1993-5021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Oceanography	Springer	SpringerLink	10.1007/10872.1573-868X	10872	0916-8370	1573-868X	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Journal of Ocular Biology, Diseases, and Informatics	Springer	SpringerLink		12177		1936-8445	2	1	1	0	0	0	0	0	0	0	1	1	0	0	0
Journal of Ophthalmic Inflammation and Infection	Springer	SpringerLink	10.1007/12348.1869-5760	12348		1869-5760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Optical and Fiber Communications Research	Springer	SpringerLink		10297	1867-3007	1619-8638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Optics	Springer	SpringerLink	10.1007/12596.0974-6900	12596	0972-8821	0974-6900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Optimization Theory and Applications	Springer	SpringerLink	10.1007/10957.1573-2878	10957	0022-3239	1573-2878	40	0	18	3	5	0	5	7	0	4	7	0	1	7	1
Journal of Ornithology	Springer	SpringerLink	10.1007/10336.2193-7206	10336	2193-7192	2193-7206	22	5	6	6	3	4	0	0	1	1	3	3	0	0	1
Journal of Orofacial Orthopedics / Fortschritte der Kieferorthopädie	Springer	SpringerLink	10.1007/56.1615-6714	56	1434-5293	1615-6714	7257	25	7121	31	78	19	23	6757	29	43	114	64	36	43	20
Journal of Orthopaedic Science	Springer	SpringerLink	10.1007/776.1436-2023	776	0949-2658	1436-2023	44	3	40	1	6	3	2	1	0	4	10	4	5	6	2
Journal of Orthopaedic Surgery and Research	Springer	SpringerLink		13018		1749-799X	4	0	3	0	1	2	0	0	0	0	0	0	0	1	0
Journal of Orthopaedics and Traumatology	Springer	SpringerLink	10.1007/10195.1590-9999	10195	1590-9921	1590-9999	9	0	9	0	2	3	0	0	0	2	1	0	0	1	0
Journal of Otolaryngology - Head & Neck Surgery	Springer	SpringerLink		40463		1916-0216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Ovarian Research	Springer	SpringerLink		13048		1757-2215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Paleolimnology	Springer	SpringerLink	10.1007/10933.1573-0417	10933	0921-2728	1573-0417	2	0	2	0	0	0	0	0	0	0	0	1	1	0	0
Journal of Parasitic Diseases	Springer	SpringerLink	10.1007/12639.0975-0703	12639	0971-7196	0975-0703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Pest Science	Springer	SpringerLink		10340	1612-4758	1612-4766	18	0	12	1	0	1	4	0	2	1	1	0	5	1	2
Journal of Petroleum Exploration and Production Technology	Springer	SpringerLink	10.1007/13202.2190-0566	13202	2190-0558	2190-0566	4	0	2	0	0	0	0	0	0	0	0	0	2	2	0
Journal of Pharmaceutical Innovation	Springer	SpringerLink	10.1007/12247.1939-8042	12247	1872-5120	1939-8042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Pharmaceutical Investigation	Springer	SpringerLink	10.1007/40005.2093-6214	40005	2093-5552	2093-6214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Pharmaceutical Policy and Practice	Springer	SpringerLink		40545		2052-3211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Pharmacokinetics and Pharmacodynamics	Springer	SpringerLink	10.1007/10928.1573-8744	10928	1567-567X	1573-8744	10	0	9	1	2	1	0	1	2	1	0	0	0	2	0
Journal of Phase Equilibria	Springer	SpringerLink		12385	1054-9714	1054-9714	77	0	41	16	5	6	3	1	6	3	13	13	5	4	2
Journal of Phase Equilibria and Diffusion	Springer	SpringerLink	10.1007/11669.1863-7345	11669	1547-7037	1863-7345	7	2	5	0	1	0	0	0	1	1	0	2	1	1	0
Journal of Philosophical Logic	Springer	SpringerLink	10.1007/10992.1573-0433	10992	0022-3611	1573-0433	41	0	27	4	12	3	2	8	3	3	1	0	1	3	1
Journal of Physiological Anthropology	Springer	SpringerLink		40101		1880-6805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Physiology and Biochemistry	Springer	SpringerLink	10.1007/13105.1877-8755	13105	1138-7548	1877-8755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Plant Biochemistry and Biotechnology	Springer	SpringerLink	10.1007/13562.0974-1275	13562	0971-7811	0974-1275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Plant Biology	Springer	SpringerLink	10.1007/12374.1867-0725	12374	1226-9239	1867-0725	7	0	2	4	1	0	0	2	0	0	0	0	0	0	0
Journal of Plant Growth Regulation	Springer	SpringerLink	10.1007/344.1435-8107	344	0721-7595	1435-8107	4	0	2	0	1	0	0	0	0	0	0	1	0	2	0
Journal of Plant Research	Springer	SpringerLink	10.1007/10265.1618-0860	10265	0918-9440	1618-0860	36	0	22	5	2	1	3	2	1	1	3	7	6	4	1
Journal of Poetry Therapy	Springer	SpringerLink		10938	0889-3675	1567-2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Police and Criminal Psychology	Springer	SpringerLink	10.1007/11896.1936-6469	11896	0882-0783	1936-6469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Polymer Research	Springer	SpringerLink	10.1007/10965.1572-8935	10965	1022-9760	1572-8935	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
Journal of Polymers and the Environment	Springer	SpringerLink	10.1007/10924.1572-8900	10924	1566-2543	1572-8900	8	0	5	1	0	0	0	1	0	1	4	0	0	1	0
Journal of Population Ageing	Springer	SpringerLink	10.1007/12062.1874-7876	12062	1874-7884	1874-7876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Population Economics	Springer	SpringerLink	10.1007/148.1432-1475	148	0933-1433	1432-1475	44	7	21	0	3	6	0	11	5	3	0	2	7	4	3
Journal of Population Research	Springer	SpringerLink	10.1007/12546.1835-9469	12546	1443-2447	1835-9469	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0
Journal of Porous Materials	Springer	SpringerLink	10.1007/10934.1573-4854	10934	1380-2224	1573-4854	12	0	9	0	0	0	0	3	0	0	1	0	1	2	5
Journal of Productivity Analysis	Springer	SpringerLink	10.1007/11123.1573-0441	11123	0895-562X	1573-0441	22	0	10	0	0	3	5	0	1	3	0	5	2	0	3
Journal of Pseudo-Differential Operators and Applications	Springer	SpringerLink	10.1007/11868.1662-999X	11868	1662-9981	1662-999X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Psycholinguistic Research	Springer	SpringerLink	10.1007/10936.1573-6555	10936	0090-6905	1573-6555	9	0	7	1	0	3	0	3	0	0	1	0	0	1	0
Journal of Psychology and Judaism	Springer	SpringerLink		10932	0700-9801	1573-370X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Psychopathology and Behavioral Assessment	Springer	SpringerLink	10.1007/10862.1573-3505	10862	0882-2689	1573-3505	50	1	30	2	4	4	3	3	10	5	1	8	4	3	3
Journal of Psychosocial Rehabilitation and Mental Health	Springer	SpringerLink		40737	2198-9834	2198-963X	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Psychotherapy Integration	Springer	SpringerLink		10931	1053-0479	1573-3696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Public Health	Springer	SpringerLink	10.1007/10389.1613-2238	10389	2198-1833	1613-2238	85	6	46	9	8	9	5	9	9	9	6	3	2	11	5
Journal of Quantitative Criminology	Springer	SpringerLink	10.1007/10940.1573-7799	10940	0748-4518	1573-7799	14	0	7	1	3	0	1	0	1	1	0	4	0	2	1
Journal of Racial and Ethnic Health Disparities	Springer	SpringerLink		40615	2197-3792	2196-8837	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Journal of Radiation Oncology	Springer	SpringerLink	10.1007/13566.1948-7908	13566	1948-7894	1948-7908	2	0	2	0	0	0	0	0	0	0	0	0	0	2	0
Journal of Radioanalytical and Nuclear Chemistry	Springer	SpringerLink	10.1007/10967.1588-2780	10967	0236-5731	1588-2780	18	0	13	1	3	2	3	1	0	1	0	2	0	4	1
Journal of Radiosurgery	Springer	SpringerLink		10941	1096-4053	1573-8752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Rational-Emotive & Cognitive-Behavior Therapy	Springer	SpringerLink	10.1007/10942.1573-6563	10942	0894-9085	1573-6563	9	0	5	0	2	0	4	0	0	0	0	0	3	0	0
Journal of Real Estate Literature	Springer	SpringerLink		10966	0927-7544	1573-8809	3	0	3	0	0	0	0	0	0	0	0	1	0	0	2
Journal of Real-Time Image Processing	Springer	SpringerLink	10.1007/11554.1861-8219	11554	1861-8200	1861-8219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Reducing Space Mission Cost	Springer	SpringerLink		10968	1385-7479	1572-9621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Regulatory Economics	Springer	SpringerLink	10.1007/11149.1573-0468	11149	0922-680X	1573-0468	18	5	6	1	0	3	1	5	0	0	1	0	5	0	2
Journal of Religion and Health	Springer	SpringerLink	10.1007/10943.1573-6571	10943	0022-4197	1573-6571	20	1	16	1	3	2	0	4	0	0	2	1	4	2	1
Journal of Religious Education	Springer	SpringerLink		40839	1442-018X	2199-4625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Remanufacturing	Springer	SpringerLink	10.1007/13243.2210-4690	13243		2210-4690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Risk and Uncertainty	Springer	SpringerLink	10.1007/11166.1573-0476	11166	0895-5646	1573-0476	70	0	40	1	4	3	15	10	5	6	5	1	6	6	8
Journal of Robotic Surgery	Springer	SpringerLink	10.1007/11701.1863-2491	11701	1863-2483	1863-2491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Russian Laser Research	Springer	SpringerLink	10.1007/10946.1573-8760	10946	1071-2836	1573-8760	3	0	2	0	0	0	2	0	0	0	0	1	0	0	0
Journal of Scheduling	Springer	SpringerLink	10.1007/10951.1099-1425	10951	1094-6136	1099-1425	21	2	16	5	0	0	12	2	0	0	0	2	0	0	0
Journal of Science Education and Technology	Springer	SpringerLink	10.1007/10956.1573-1839	10956	1059-0145	1573-1839	33	4	19	0	3	5	1	5	2	0	9	2	2	2	2
Journal of Science Teacher Education	Springer	SpringerLink	10.1007/10972.1573-1847	10972	1046-560X	1573-1847	30	1	24	2	1	0	0	3	1	0	15	1	2	5	0
Journal of Scientific Computing	Springer	SpringerLink	10.1007/10915.1573-7691	10915	0885-7474	1573-7691	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Journal of Seismology	Springer	SpringerLink	10.1007/10950.1573-157X	10950	1383-4649	1573-157X	2	0	1	0	0	0	0	0	0	0	0	0	0	0	2
Journal of Service Science Research	Springer	SpringerLink	10.1007/12927.2093-0739	12927	2093-0720	2093-0739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Shanghai Jiaotong University (Science)	Springer	SpringerLink	10.1007/12204.1995-8188	12204	1007-1172	1995-8188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Shanghai University (English Edition)	Springer	SpringerLink		11741	1007-6417	1863-236X	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Journal of Signal Processing Systems	Springer	SpringerLink	10.1007/11265.1939-8115	11265	1939-8018	1939-8115	2	0	2	0	0	0	1	0	0	0	0	0	1	0	0
Journal of Social Distress and the Homeless	Springer	SpringerLink		10949	1053-0789	1573-658X	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Journal of Software Engineering Research and Development	Springer	SpringerLink		40411		2195-1721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Soils and Sediments	Springer	SpringerLink	10.1007/11368.1614-7480	11368	1439-0108	1614-7480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Sol-Gel Science and Technology	Springer	SpringerLink	10.1007/10971.1573-4846	10971	0928-0707	1573-4846	50	1	32	3	4	6	0	1	3	5	6	2	4	15	1
Journal of Solid State Electrochemistry	Springer	SpringerLink	10.1007/10008.1433-0768	10008	1432-8488	1433-0768	6	2	3	0	0	0	0	2	1	1	0	1	0	0	1
Journal of Solid State Lighting	Springer	SpringerLink		40539		2196-1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Solution Chemistry	Springer	SpringerLink	10.1007/10953.1572-8927	10953	0095-9782	1572-8927	177	0	105	21	14	6	19	37	15	9	9	6	10	17	14
Journal of Statistical Distributions and Applications	Springer	SpringerLink		40488		2195-5832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Statistical Physics	Springer	SpringerLink	10.1007/10955.1572-9613	10955	0022-4715	1572-9613	74	0	43	11	7	6	2	4	9	2	4	11	10	3	5
Journal of Structural Chemistry	Springer	SpringerLink	10.1134/10947.1573-8779	10947	0022-4766	1573-8779	39	0	28	5	3	4	2	6	3	3	4	3	4	1	1
Journal of Structural and Functional Genomics	Springer	SpringerLink	10.1007/10969.1570-0267	10969	1345-711X	1570-0267	2	0	2	0	0	0	0	0	0	0	0	1	0	1	0
Journal of Superconductivity and Novel Magnetism	Springer	SpringerLink	10.1007/10948.1557-1947	10948	1557-1939	1557-1947	47	0	28	6	0	5	1	7	2	5	1	4	8	5	3
Journal of Superhard Materials	Springer	SpringerLink		11961	1063-4576	1934-9408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Surface Investigation. X-ray, Synchrotron and Neutron Techniques	Springer	SpringerLink	10.1134/11700.1819-7094	11700	1027-4510	1819-7094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Journal of Surfactants and Detergents	Springer	SpringerLink	10.1007/11743.1558-9293	11743	1097-3958	1558-9293	5	0	4	0	0	0	0	0	2	0	1	1	0	1	0
Journal of Sustainable Metallurgy	Springer	SpringerLink		40831	2199-3823	2199-3831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
